english,korean,kind,category_slug,category_kr,item_slug,poe2db_us,poe2db_kr
Barbed Spear,가시 돋친 창,item,Spears,창,Barbed_Spear,https://poe2db.tw/us/Barbed_Spear,https://poe2db.tw/kr/Barbed_Spear
Branched Spear,가지 뻗은 창,item,Spears,창,Branched_Spear,https://poe2db.tw/us/Branched_Spear,https://poe2db.tw/kr/Branched_Spear
Broad Spear,넓은날 창,item,Spears,창,Broad_Spear,https://poe2db.tw/us/Broad_Spear,https://poe2db.tw/kr/Broad_Spear
Coursing Spear,세차게 흐르는 창,item,Spears,창,Coursing_Spear,https://poe2db.tw/us/Coursing_Spear,https://poe2db.tw/kr/Coursing_Spear
Crossblade Spear,십자칼날 창,item,Spears,창,Crossblade_Spear,https://poe2db.tw/us/Crossblade_Spear,https://poe2db.tw/kr/Crossblade_Spear
Flying Spear,비행 창,item,Spears,창,Flying_Spear,https://poe2db.tw/us/Flying_Spear,https://poe2db.tw/kr/Flying_Spear
Forked Spear,갈라진 창,item,Spears,창,Forked_Spear,https://poe2db.tw/us/Forked_Spear,https://poe2db.tw/kr/Forked_Spear
Grand Spear,우수한 창,item,Spears,창,Grand_Spear,https://poe2db.tw/us/Grand_Spear,https://poe2db.tw/kr/Grand_Spear
Guardian Spear,수호자 창,item,Spears,창,Guardian_Spear,https://poe2db.tw/us/Guardian_Spear,https://poe2db.tw/kr/Guardian_Spear
Hardwood Spear,견목 창,item,Spears,창,Hardwood_Spear,https://poe2db.tw/us/Hardwood_Spear,https://poe2db.tw/kr/Hardwood_Spear
Helix Spear,나선 창,item,Spears,창,Helix_Spear,https://poe2db.tw/us/Helix_Spear,https://poe2db.tw/kr/Helix_Spear
Hunting Spear,사냥 창,item,Spears,창,Hunting_Spear,https://poe2db.tw/us/Hunting_Spear,https://poe2db.tw/kr/Hunting_Spear
Ironhead Spear,철창날 창,item,Spears,창,Ironhead_Spear,https://poe2db.tw/us/Ironhead_Spear,https://poe2db.tw/kr/Ironhead_Spear
Jagged Spear,삐죽삐죽한 창,item,Spears,창,Jagged_Spear,https://poe2db.tw/us/Jagged_Spear,https://poe2db.tw/kr/Jagged_Spear
Massive Spear,거대한 창,item,Spears,창,Massive_Spear,https://poe2db.tw/us/Massive_Spear,https://poe2db.tw/kr/Massive_Spear
Orichalcum Spear,오리칼쿰 창,item,Spears,창,Orichalcum_Spear,https://poe2db.tw/us/Orichalcum_Spear,https://poe2db.tw/kr/Orichalcum_Spear
Pronged Spear,갈래진 창,item,Spears,창,Pronged_Spear,https://poe2db.tw/us/Pronged_Spear,https://poe2db.tw/kr/Pronged_Spear
Runeforged Barbed Spear,룬벼림 가시 돋친 창,item,Spears,창,Runeforged_Barbed_Spear,https://poe2db.tw/us/Runeforged_Barbed_Spear,https://poe2db.tw/kr/Runeforged_Barbed_Spear
Runeforged Forked Spear,룬벼림 갈라진 창,item,Spears,창,Runeforged_Forked_Spear,https://poe2db.tw/us/Runeforged_Forked_Spear,https://poe2db.tw/kr/Runeforged_Forked_Spear
Runeforged Hardwood Spear,룬벼림 견목 창,item,Spears,창,Runeforged_Hardwood_Spear,https://poe2db.tw/us/Runeforged_Hardwood_Spear,https://poe2db.tw/kr/Runeforged_Hardwood_Spear
Runeforged Hunting Spear,룬벼림 사냥 창,item,Spears,창,Runeforged_Hunting_Spear,https://poe2db.tw/us/Runeforged_Hunting_Spear,https://poe2db.tw/kr/Runeforged_Hunting_Spear
Runeforged Ironhead Spear,룬벼림 철창날 창,item,Spears,창,Runeforged_Ironhead_Spear,https://poe2db.tw/us/Runeforged_Ironhead_Spear,https://poe2db.tw/kr/Runeforged_Ironhead_Spear
Runeforged War Spear,룬벼림 전쟁 창,item,Spears,창,Runeforged_War_Spear,https://poe2db.tw/us/Runeforged_War_Spear,https://poe2db.tw/kr/Runeforged_War_Spear
Runeforged Winged Spear,룬벼림 날개 달린 창,item,Spears,창,Runeforged_Winged_Spear,https://poe2db.tw/us/Runeforged_Winged_Spear,https://poe2db.tw/kr/Runeforged_Winged_Spear
Runemastered Ironhead Spear,룬숙련 철창날 창,item,Spears,창,Runemastered_Ironhead_Spear,https://poe2db.tw/us/Runemastered_Ironhead_Spear,https://poe2db.tw/kr/Runemastered_Ironhead_Spear
Seaglass Spear,바다유리 창,item,Spears,창,Seaglass_Spear,https://poe2db.tw/us/Seaglass_Spear,https://poe2db.tw/kr/Seaglass_Spear
Soaring Spear,솟구치는 창,item,Spears,창,Soaring_Spear,https://poe2db.tw/us/Soaring_Spear,https://poe2db.tw/kr/Soaring_Spear
Spiked Spear,가시 창,item,Spears,창,Spiked_Spear,https://poe2db.tw/us/Spiked_Spear,https://poe2db.tw/kr/Spiked_Spear
Stalking Spear,뒤를 쫓는 창,item,Spears,창,Stalking_Spear,https://poe2db.tw/us/Stalking_Spear,https://poe2db.tw/kr/Stalking_Spear
Steelhead Spear,강철머리 창,item,Spears,창,Steelhead_Spear,https://poe2db.tw/us/Steelhead_Spear,https://poe2db.tw/kr/Steelhead_Spear
Striking Spear,타격하는 창,item,Spears,창,Striking_Spear,https://poe2db.tw/us/Striking_Spear,https://poe2db.tw/kr/Striking_Spear
Swift Spear,재빠른 창,item,Spears,창,Swift_Spear,https://poe2db.tw/us/Swift_Spear,https://poe2db.tw/kr/Swift_Spear
Sword Spear,검 창,item,Spears,창,Sword_Spear,https://poe2db.tw/us/Sword_Spear,https://poe2db.tw/kr/Sword_Spear
War Spear,전쟁 창,item,Spears,창,War_Spear,https://poe2db.tw/us/War_Spear,https://poe2db.tw/kr/War_Spear
Winged Spear,날개 달린 창,item,Spears,창,Winged_Spear,https://poe2db.tw/us/Winged_Spear,https://poe2db.tw/kr/Winged_Spear
Ashen Staff,잿빛 지팡이,item,Staves,지팡이,Ashen_Staff,https://poe2db.tw/us/Ashen_Staff,https://poe2db.tw/kr/Ashen_Staff
Chiming Staff,차임벨 지팡이,item,Staves,지팡이,Chiming_Staff,https://poe2db.tw/us/Chiming_Staff,https://poe2db.tw/kr/Chiming_Staff
Dark Staff,어둠의 지팡이,item,Staves,지팡이,Dark_Staff,https://poe2db.tw/us/Dark_Staff,https://poe2db.tw/kr/Dark_Staff
Gelid Staff,극한의 지팡이,item,Staves,지팡이,Gelid_Staff,https://poe2db.tw/us/Gelid_Staff,https://poe2db.tw/kr/Gelid_Staff
Icicle Staff,고드름 지팡이,item,Staves,지팡이,Icicle_Staff,https://poe2db.tw/us/Icicle_Staff,https://poe2db.tw/kr/Icicle_Staff
Paralysing Staff,마비시키는 지팡이,item,Staves,지팡이,Paralysing_Staff,https://poe2db.tw/us/Paralysing_Staff,https://poe2db.tw/kr/Paralysing_Staff
Perching Staff,홰 지팡이,item,Staves,지팡이,Perching_Staff,https://poe2db.tw/us/Perching_Staff,https://poe2db.tw/kr/Perching_Staff
Permafrost Staff,만년설 지팡이,item,Staves,지팡이,Permafrost_Staff,https://poe2db.tw/us/Permafrost_Staff,https://poe2db.tw/kr/Permafrost_Staff
Pyrophyte Staff,불저항 지팡이,item,Staves,지팡이,Pyrophyte_Staff,https://poe2db.tw/us/Pyrophyte_Staff,https://poe2db.tw/kr/Pyrophyte_Staff
Ravenous Staff,굶주린 지팡이,item,Staves,지팡이,Ravenous_Staff,https://poe2db.tw/us/Ravenous_Staff,https://poe2db.tw/kr/Ravenous_Staff
Reaping Staff,낫질 지팡이,item,Staves,지팡이,Reaping_Staff,https://poe2db.tw/us/Reaping_Staff,https://poe2db.tw/kr/Reaping_Staff
Reflecting Staff,투영하는 지팡이,item,Staves,지팡이,Reflecting_Staff,https://poe2db.tw/us/Reflecting_Staff,https://poe2db.tw/kr/Reflecting_Staff
Rending Staff,분리 지팡이,item,Staves,지팡이,Rending_Staff,https://poe2db.tw/us/Rending_Staff,https://poe2db.tw/kr/Rending_Staff
Roaring Staff,포효하는 지팡이,item,Staves,지팡이,Roaring_Staff,https://poe2db.tw/us/Roaring_Staff,https://poe2db.tw/kr/Roaring_Staff
Sanctified Staff,축성된 지팡이,item,Staves,지팡이,Sanctified_Staff,https://poe2db.tw/us/Sanctified_Staff,https://poe2db.tw/kr/Sanctified_Staff
Spriggan Staff,스프리건 지팡이,item,Staves,지팡이,Spriggan_Staff,https://poe2db.tw/us/Spriggan_Staff,https://poe2db.tw/kr/Spriggan_Staff
Voltaic Staff,전도성 지팡이,item,Staves,지팡이,Voltaic_Staff,https://poe2db.tw/us/Voltaic_Staff,https://poe2db.tw/kr/Voltaic_Staff
Omen of Secret Compartments,비밀 공간의 징조,item,Strongbox,Strongbox,Omen_of_Secret_Compartments,https://poe2db.tw/us/Omen_of_Secret_Compartments,https://poe2db.tw/kr/Omen_of_Secret_Compartments
Abyss Tablet,심연 서판,item,Tablet,서판,Abyss_Tablet,https://poe2db.tw/us/Abyss_Tablet,https://poe2db.tw/kr/Abyss_Tablet
Breach Tablet,균열 서판,item,Tablet,서판,Breach_Tablet,https://poe2db.tw/us/Breach_Tablet,https://poe2db.tw/kr/Breach_Tablet
Delirium Tablet,환영 서판,item,Tablet,서판,Delirium_Tablet,https://poe2db.tw/us/Delirium_Tablet,https://poe2db.tw/kr/Delirium_Tablet
Irradiated Tablet,방사능 노출 서판,item,Tablet,서판,Irradiated_Tablet,https://poe2db.tw/us/Irradiated_Tablet,https://poe2db.tw/kr/Irradiated_Tablet
Overseer Tablet,감독관 서판,item,Tablet,서판,Overseer_Tablet,https://poe2db.tw/us/Overseer_Tablet,https://poe2db.tw/kr/Overseer_Tablet
Ritual Tablet,의식 서판,item,Tablet,서판,Ritual_Tablet,https://poe2db.tw/us/Ritual_Tablet,https://poe2db.tw/kr/Ritual_Tablet
Temple Tablet,사원 서판,item,Tablet,서판,Temple_Tablet,https://poe2db.tw/us/Temple_Tablet,https://poe2db.tw/kr/Temple_Tablet
Alpha Talisman,우두머리 부적,item,Talismans,부적,Alpha_Talisman,https://poe2db.tw/us/Alpha_Talisman,https://poe2db.tw/kr/Alpha_Talisman
Ashbark Talisman,재껍질 부적,item,Talismans,부적,Ashbark_Talisman,https://poe2db.tw/us/Ashbark_Talisman,https://poe2db.tw/kr/Ashbark_Talisman
Changeling Talisman,체인질링 부적,item,Talismans,부적,Changeling_Talisman,https://poe2db.tw/us/Changeling_Talisman,https://poe2db.tw/kr/Changeling_Talisman
Cinderbark Talisman,재껍질 부적,item,Talismans,부적,Cinderbark_Talisman,https://poe2db.tw/us/Cinderbark_Talisman,https://poe2db.tw/kr/Cinderbark_Talisman
Condemned Talisman,사형수의 부적,item,Talismans,부적,Condemned_Talisman,https://poe2db.tw/us/Condemned_Talisman,https://poe2db.tw/kr/Condemned_Talisman
Cruel Talisman,잔혹한 부적,item,Talismans,부적,Cruel_Talisman,https://poe2db.tw/us/Cruel_Talisman,https://poe2db.tw/kr/Cruel_Talisman
Familial Talisman,가문의 부적,item,Talismans,부적,Familial_Talisman,https://poe2db.tw/us/Familial_Talisman,https://poe2db.tw/kr/Familial_Talisman
Fang Talisman,송곳니 부적,item,Talismans,부적,Fang_Talisman,https://poe2db.tw/us/Fang_Talisman,https://poe2db.tw/kr/Fang_Talisman
Frenzied Talisman,격분의 부적,item,Talismans,부적,Frenzied_Talisman,https://poe2db.tw/us/Frenzied_Talisman,https://poe2db.tw/kr/Frenzied_Talisman
Fungal Talisman,버섯 부적,item,Talismans,부적,Fungal_Talisman,https://poe2db.tw/us/Fungal_Talisman,https://poe2db.tw/kr/Fungal_Talisman
Fury Talisman,광분 부적,item,Talismans,부적,Fury_Talisman,https://poe2db.tw/us/Fury_Talisman,https://poe2db.tw/kr/Fury_Talisman
Howling Talisman,울부짖는 부적,item,Talismans,부적,Howling_Talisman,https://poe2db.tw/us/Howling_Talisman,https://poe2db.tw/kr/Howling_Talisman
Jade Talisman,비취 부적,item,Talismans,부적,Jade_Talisman,https://poe2db.tw/us/Jade_Talisman,https://poe2db.tw/kr/Jade_Talisman
Lumbering Talisman,굼뜬 부적,item,Talismans,부적,Lumbering_Talisman,https://poe2db.tw/us/Lumbering_Talisman,https://poe2db.tw/kr/Lumbering_Talisman
Maji Talisman,마지 부적,item,Talismans,부적,Maji_Talisman,https://poe2db.tw/us/Maji_Talisman,https://poe2db.tw/kr/Maji_Talisman
Nettle Talisman,쐐기풀 부적,item,Talismans,부적,Nettle_Talisman,https://poe2db.tw/us/Nettle_Talisman,https://poe2db.tw/kr/Nettle_Talisman
Primal Talisman,원시 부적,item,Talismans,부적,Primal_Talisman,https://poe2db.tw/us/Primal_Talisman,https://poe2db.tw/kr/Primal_Talisman
Rabid Talisman,광포한 부적,item,Talismans,부적,Rabid_Talisman,https://poe2db.tw/us/Rabid_Talisman,https://poe2db.tw/kr/Rabid_Talisman
Roaring Talisman,포효하는 부적,item,Talismans,부적,Roaring_Talisman,https://poe2db.tw/us/Roaring_Talisman,https://poe2db.tw/kr/Roaring_Talisman
Runeforged Changeling Talisman,룬벼림 체인질링 부적,item,Talismans,부적,Runeforged_Changeling_Talisman,https://poe2db.tw/us/Runeforged_Changeling_Talisman,https://poe2db.tw/kr/Runeforged_Changeling_Talisman
Runeforged Familial Talisman,룬벼림 가문의 부적,item,Talismans,부적,Runeforged_Familial_Talisman,https://poe2db.tw/us/Runeforged_Familial_Talisman,https://poe2db.tw/kr/Runeforged_Familial_Talisman
Runeforged Nettle Talisman,룬벼림 쐐기풀 부적,item,Talismans,부적,Runeforged_Nettle_Talisman,https://poe2db.tw/us/Runeforged_Nettle_Talisman,https://poe2db.tw/kr/Runeforged_Nettle_Talisman
Runeforged Vicious Talisman,룬벼림 포악한 부적,item,Talismans,부적,Runeforged_Vicious_Talisman,https://poe2db.tw/us/Runeforged_Vicious_Talisman,https://poe2db.tw/kr/Runeforged_Vicious_Talisman
Runemastered Familial Talisman,룬숙련 가문의 부적,item,Talismans,부적,Runemastered_Familial_Talisman,https://poe2db.tw/us/Runemastered_Familial_Talisman,https://poe2db.tw/kr/Runemastered_Familial_Talisman
Runemastered Nettle Talisman,룬숙련 쐐기풀 부적,item,Talismans,부적,Runemastered_Nettle_Talisman,https://poe2db.tw/us/Runemastered_Nettle_Talisman,https://poe2db.tw/kr/Runemastered_Nettle_Talisman
Spiny Talisman,가시투성이 부적,item,Talismans,부적,Spiny_Talisman,https://poe2db.tw/us/Spiny_Talisman,https://poe2db.tw/kr/Spiny_Talisman
Thunder Talisman,천둥 부적,item,Talismans,부적,Thunder_Talisman,https://poe2db.tw/us/Thunder_Talisman,https://poe2db.tw/kr/Thunder_Talisman
Vicious Talisman,포악한 부적,item,Talismans,부적,Vicious_Talisman,https://poe2db.tw/us/Vicious_Talisman,https://poe2db.tw/kr/Vicious_Talisman
Voltfang Talisman,전기송곳니 부적,item,Talismans,부적,Voltfang_Talisman,https://poe2db.tw/us/Voltfang_Talisman,https://poe2db.tw/kr/Voltfang_Talisman
Wildwood Talisman,야생림 부적,item,Talismans,부적,Wildwood_Talisman,https://poe2db.tw/us/Wildwood_Talisman,https://poe2db.tw/kr/Wildwood_Talisman
Wingbeat Talisman,날갯짓 부적,item,Talismans,부적,Wingbeat_Talisman,https://poe2db.tw/us/Wingbeat_Talisman,https://poe2db.tw/kr/Wingbeat_Talisman
Bladed Trap,칼날 덫,item,Traps,덫,Bladed_Trap,https://poe2db.tw/us/Bladed_Trap,https://poe2db.tw/kr/Bladed_Trap
Clamping Trap,죔쇠 덫,item,Traps,덫,Clamping_Trap,https://poe2db.tw/us/Clamping_Trap,https://poe2db.tw/kr/Clamping_Trap
Clay Trap,점토 덫,item,Traps,덫,Clay_Trap,https://poe2db.tw/us/Clay_Trap,https://poe2db.tw/kr/Clay_Trap
Coiled Trap,코일형 덫,item,Traps,덫,Coiled_Trap,https://poe2db.tw/us/Coiled_Trap,https://poe2db.tw/kr/Coiled_Trap
Dart Trap,화살침 덫,item,Traps,덫,Dart_Trap,https://poe2db.tw/us/Dart_Trap,https://poe2db.tw/kr/Dart_Trap
Incense Trap,향 덫,item,Traps,덫,Incense_Trap,https://poe2db.tw/us/Incense_Trap,https://poe2db.tw/kr/Incense_Trap
Intricate Trap,정교한 덫,item,Traps,덫,Intricate_Trap,https://poe2db.tw/us/Intricate_Trap,https://poe2db.tw/kr/Intricate_Trap
Lead Trap,납 덫,item,Traps,덫,Lead_Trap,https://poe2db.tw/us/Lead_Trap,https://poe2db.tw/kr/Lead_Trap
Medallion Trap,메달리온 덫,item,Traps,덫,Medallion_Trap,https://poe2db.tw/us/Medallion_Trap,https://poe2db.tw/kr/Medallion_Trap
Refined Trap,제련된 덫,item,Traps,덫,Refined_Trap,https://poe2db.tw/us/Refined_Trap,https://poe2db.tw/kr/Refined_Trap
Shrapnel Trap,파편 덫,item,Traps,덫,Shrapnel_Trap,https://poe2db.tw/us/Shrapnel_Trap,https://poe2db.tw/kr/Shrapnel_Trap
Spike Trap,가시 덫,item,Traps,덫,Spike_Trap,https://poe2db.tw/us/Spike_Trap,https://poe2db.tw/kr/Spike_Trap
Urn Trap,단지 덫,item,Traps,덫,Urn_Trap,https://poe2db.tw/us/Urn_Trap,https://poe2db.tw/kr/Urn_Trap
Djinn Barya,진 바리야,item,Trial_Coins,시련 주화,Djinn_Barya,https://poe2db.tw/us/Djinn_Barya,https://poe2db.tw/kr/Djinn_Barya
Test of Cunning Barya,지혜의 시험 바리야,item,Trial_Coins,시련 주화,Test_of_Cunning_Barya,https://poe2db.tw/us/Test_of_Cunning_Barya,https://poe2db.tw/kr/Test_of_Cunning_Barya
Test of Strength Barya,힘의 시험 바리야,item,Trial_Coins,시련 주화,Test_of_Strength_Barya,https://poe2db.tw/us/Test_of_Strength_Barya,https://poe2db.tw/kr/Test_of_Strength_Barya
Test of Time Barya,시간의 시험 바리야,item,Trial_Coins,시련 주화,Test_of_Time_Barya,https://poe2db.tw/us/Test_of_Time_Barya,https://poe2db.tw/kr/Test_of_Time_Barya
Test of Will Barya,의지의 시험 바리야,item,Trial_Coins,시련 주화,Test_of_Will_Barya,https://poe2db.tw/us/Test_of_Will_Barya,https://poe2db.tw/kr/Test_of_Will_Barya
Arched Greataxe,아치형 대도끼,item,Two_Hand_Axes,양손 도끼,Arched_Greataxe,https://poe2db.tw/us/Arched_Greataxe,https://poe2db.tw/kr/Arched_Greataxe
Ceremonial Halberd,의식용 미늘창,item,Two_Hand_Axes,양손 도끼,Ceremonial_Halberd,https://poe2db.tw/us/Ceremonial_Halberd,https://poe2db.tw/kr/Ceremonial_Halberd
Elegant Glaive,고상한 글레이브,item,Two_Hand_Axes,양손 도끼,Elegant_Glaive,https://poe2db.tw/us/Elegant_Glaive,https://poe2db.tw/kr/Elegant_Glaive
Ember Greataxe,잉걸불 대도끼,item,Two_Hand_Axes,양손 도끼,Ember_Greataxe,https://poe2db.tw/us/Ember_Greataxe,https://poe2db.tw/kr/Ember_Greataxe
Executioner Greataxe,사형 집행자 대도끼,item,Two_Hand_Axes,양손 도끼,Executioner_Greataxe,https://poe2db.tw/us/Executioner_Greataxe,https://poe2db.tw/kr/Executioner_Greataxe
Jagged Greataxe,삐죽삐죽한 대도끼,item,Two_Hand_Axes,양손 도끼,Jagged_Greataxe,https://poe2db.tw/us/Jagged_Greataxe,https://poe2db.tw/kr/Jagged_Greataxe
Light Halberd,경량 미늘창,item,Two_Hand_Axes,양손 도끼,Light_Halberd,https://poe2db.tw/us/Light_Halberd,https://poe2db.tw/kr/Light_Halberd
Monument Greataxe,기념비 대도끼,item,Two_Hand_Axes,양손 도끼,Monument_Greataxe,https://poe2db.tw/us/Monument_Greataxe,https://poe2db.tw/kr/Monument_Greataxe
Reaver Glaive,강탈자 글레이브,item,Two_Hand_Axes,양손 도끼,Reaver_Glaive,https://poe2db.tw/us/Reaver_Glaive,https://poe2db.tw/kr/Reaver_Glaive
Rending Halberd,분리의 미늘창,item,Two_Hand_Axes,양손 도끼,Rending_Halberd,https://poe2db.tw/us/Rending_Halberd,https://poe2db.tw/kr/Rending_Halberd
Savage Greataxe,야만 대도끼,item,Two_Hand_Axes,양손 도끼,Savage_Greataxe,https://poe2db.tw/us/Savage_Greataxe,https://poe2db.tw/kr/Savage_Greataxe
Splitting Greataxe,분할의 대도끼,item,Two_Hand_Axes,양손 도끼,Splitting_Greataxe,https://poe2db.tw/us/Splitting_Greataxe,https://poe2db.tw/kr/Splitting_Greataxe
Vile Greataxe,끔찍한 대도끼,item,Two_Hand_Axes,양손 도끼,Vile_Greataxe,https://poe2db.tw/us/Vile_Greataxe,https://poe2db.tw/kr/Vile_Greataxe
Aberrant Sledge,특이한 대형 양손 망치,item,Two_Hand_Maces,양손 철퇴,Aberrant_Sledge,https://poe2db.tw/us/Aberrant_Sledge,https://poe2db.tw/kr/Aberrant_Sledge
Anvil Maul,모루 대형 망치,item,Two_Hand_Maces,양손 철퇴,Anvil_Maul,https://poe2db.tw/us/Anvil_Maul,https://poe2db.tw/kr/Anvil_Maul
Blacksmith Maul,대장장이 대형 망치,item,Two_Hand_Maces,양손 철퇴,Blacksmith_Maul,https://poe2db.tw/us/Blacksmith_Maul,https://poe2db.tw/kr/Blacksmith_Maul
Crumbling Maul,허물어지는 대형 망치,item,Two_Hand_Maces,양손 철퇴,Crumbling_Maul,https://poe2db.tw/us/Crumbling_Maul,https://poe2db.tw/kr/Crumbling_Maul
Cultist Greathammer,광신자 대망치,item,Two_Hand_Maces,양손 철퇴,Cultist_Greathammer,https://poe2db.tw/us/Cultist_Greathammer,https://poe2db.tw/kr/Cultist_Greathammer
Disintegrating Maul,분해시키는 대형 망치,item,Two_Hand_Maces,양손 철퇴,Disintegrating_Maul,https://poe2db.tw/us/Disintegrating_Maul,https://poe2db.tw/kr/Disintegrating_Maul
Fanatic Greathammer,광신도 대망치,item,Two_Hand_Maces,양손 철퇴,Fanatic_Greathammer,https://poe2db.tw/us/Fanatic_Greathammer,https://poe2db.tw/kr/Fanatic_Greathammer
Felled Greatclub,쓰러진 대곤봉,item,Two_Hand_Maces,양손 철퇴,Felled_Greatclub,https://poe2db.tw/us/Felled_Greatclub,https://poe2db.tw/kr/Felled_Greatclub
Forge Maul,대장간 대형 망치,item,Two_Hand_Maces,양손 철퇴,Forge_Maul,https://poe2db.tw/us/Forge_Maul,https://poe2db.tw/kr/Forge_Maul
Giant Maul,거대 대형 망치,item,Two_Hand_Maces,양손 철퇴,Giant_Maul,https://poe2db.tw/us/Giant_Maul,https://poe2db.tw/kr/Giant_Maul
Greatmace,대철퇴,item,Two_Hand_Maces,양손 철퇴,Greatmace,https://poe2db.tw/us/Greatmace,https://poe2db.tw/kr/Greatmace
Heavy Greathammer,무거운 대망치,item,Two_Hand_Maces,양손 철퇴,Heavy_Greathammer,https://poe2db.tw/us/Heavy_Greathammer,https://poe2db.tw/kr/Heavy_Greathammer
Ironwood Greathammer,철목 대망치,item,Two_Hand_Maces,양손 철퇴,Ironwood_Greathammer,https://poe2db.tw/us/Ironwood_Greathammer,https://poe2db.tw/kr/Ironwood_Greathammer
Leaden Greathammer,납빛 대망치,item,Two_Hand_Maces,양손 철퇴,Leaden_Greathammer,https://poe2db.tw/us/Leaden_Greathammer,https://poe2db.tw/kr/Leaden_Greathammer
Massive Greathammer,거대한 대망치,item,Two_Hand_Maces,양손 철퇴,Massive_Greathammer,https://poe2db.tw/us/Massive_Greathammer,https://poe2db.tw/kr/Massive_Greathammer
Oak Greathammer,참나무 대망치,item,Two_Hand_Maces,양손 철퇴,Oak_Greathammer,https://poe2db.tw/us/Oak_Greathammer,https://poe2db.tw/kr/Oak_Greathammer
Pointed Maul,뾰족한 대형 망치,item,Two_Hand_Maces,양손 철퇴,Pointed_Maul,https://poe2db.tw/us/Pointed_Maul,https://poe2db.tw/kr/Pointed_Maul
Precise Greathammer,정확한 대망치,item,Two_Hand_Maces,양손 철퇴,Precise_Greathammer,https://poe2db.tw/us/Precise_Greathammer,https://poe2db.tw/kr/Precise_Greathammer
Ruination Maul,폐허의 대형 망치,item,Two_Hand_Maces,양손 철퇴,Ruination_Maul,https://poe2db.tw/us/Ruination_Maul,https://poe2db.tw/kr/Ruination_Maul
Runeforged Crumbling Maul,룬벼림 허물어지는 대형 망치,item,Two_Hand_Maces,양손 철퇴,Runeforged_Crumbling_Maul,https://poe2db.tw/us/Runeforged_Crumbling_Maul,https://poe2db.tw/kr/Runeforged_Crumbling_Maul
Runeforged Cultist Greathammer,룬벼림 광신자 대망치,item,Two_Hand_Maces,양손 철퇴,Runeforged_Cultist_Greathammer,https://poe2db.tw/us/Runeforged_Cultist_Greathammer,https://poe2db.tw/kr/Runeforged_Cultist_Greathammer
Runeforged Felled Greatclub,룬벼림 쓰러진 대곤봉,item,Two_Hand_Maces,양손 철퇴,Runeforged_Felled_Greatclub,https://poe2db.tw/us/Runeforged_Felled_Greatclub,https://poe2db.tw/kr/Runeforged_Felled_Greatclub
Runeforged Forge Maul,룬벼림 대장간 대형 망치,item,Two_Hand_Maces,양손 철퇴,Runeforged_Forge_Maul,https://poe2db.tw/us/Runeforged_Forge_Maul,https://poe2db.tw/kr/Runeforged_Forge_Maul
Runeforged Leaden Greathammer,룬벼림 납빛 대망치,item,Two_Hand_Maces,양손 철퇴,Runeforged_Leaden_Greathammer,https://poe2db.tw/us/Runeforged_Leaden_Greathammer,https://poe2db.tw/kr/Runeforged_Leaden_Greathammer
Runeforged Oak Greathammer,룬벼림 참나무 대망치,item,Two_Hand_Maces,양손 철퇴,Runeforged_Oak_Greathammer,https://poe2db.tw/us/Runeforged_Oak_Greathammer,https://poe2db.tw/kr/Runeforged_Oak_Greathammer
Runeforged Pointed Maul,룬벼림 뾰족한 대형 망치,item,Two_Hand_Maces,양손 철퇴,Runeforged_Pointed_Maul,https://poe2db.tw/us/Runeforged_Pointed_Maul,https://poe2db.tw/kr/Runeforged_Pointed_Maul
Runeforged Studded Greatclub,룬벼림 징 박힌 대곤봉,item,Two_Hand_Maces,양손 철퇴,Runeforged_Studded_Greatclub,https://poe2db.tw/us/Runeforged_Studded_Greatclub,https://poe2db.tw/kr/Runeforged_Studded_Greatclub
Runeforged Temple Maul,룬벼림 사원 대형 망치,item,Two_Hand_Maces,양손 철퇴,Runeforged_Temple_Maul,https://poe2db.tw/us/Runeforged_Temple_Maul,https://poe2db.tw/kr/Runeforged_Temple_Maul
Runemastered Aberrant Sledge,룬숙련 특이한 대형 양손 망치,item,Two_Hand_Maces,양손 철퇴,Runemastered_Aberrant_Sledge,https://poe2db.tw/us/Runemastered_Aberrant_Sledge,https://poe2db.tw/kr/Runemastered_Aberrant_Sledge
Runemastered Felled Greatclub,룬숙련 쓰러진 대곤봉,item,Two_Hand_Maces,양손 철퇴,Runemastered_Felled_Greatclub,https://poe2db.tw/us/Runemastered_Felled_Greatclub,https://poe2db.tw/kr/Runemastered_Felled_Greatclub
Runemastered Oak Greathammer,룬숙련 참나무 대망치,item,Two_Hand_Maces,양손 철퇴,Runemastered_Oak_Greathammer,https://poe2db.tw/us/Runemastered_Oak_Greathammer,https://poe2db.tw/kr/Runemastered_Oak_Greathammer
Runemastered Studded Greatclub,룬숙련 징 박힌 대곤봉,item,Two_Hand_Maces,양손 철퇴,Runemastered_Studded_Greatclub,https://poe2db.tw/us/Runemastered_Studded_Greatclub,https://poe2db.tw/kr/Runemastered_Studded_Greatclub
Sacred Maul,신성한 대형 망치,item,Two_Hand_Maces,양손 철퇴,Sacred_Maul,https://poe2db.tw/us/Sacred_Maul,https://poe2db.tw/kr/Sacred_Maul
Snakewood Greathammer,뱀나무 대망치,item,Two_Hand_Maces,양손 철퇴,Snakewood_Greathammer,https://poe2db.tw/us/Snakewood_Greathammer,https://poe2db.tw/kr/Snakewood_Greathammer
